Site,LAT_GAGE,LNG_GAGE,Slope_Jan_Resid,Slope_Feb_Resid,Slope_Mar_Resid,Slope_Apr_Resid,Slope_May_Resid,Slope_Jun_Resid,Slope_Jul_Resid,Slope_Aug_Resid,Slope_Sep_Resid,Slope_Oct_resid,Slope_Nov_Resid,Slope_Dec_Resid
sm60,45.41539777,-122.1714746,-0.011636577,0.047833092,0.000662343,-0.017490023,0.086244794,0.068950563,0.046897624,0.079910311,0.032686269,0.07010815,0.057912083,0.036675978
sm62,44.20957081,-122.256733,-0.025374109,-0.015841079,-0.013252048,-0.03919457,-0.024580931,-0.036503243,0.016870628,-0.03270033,0.007131743,-0.026281162,-0.024207889,-0.03625323
sm64,44.6529,-122.130908,-0.028150181,-0.010807054,0.006348173,-0.019731178,-0.004532467,-0.023998496,0.028389486,0.007395787,0.008113429,-0.014799964,-0.009041087,-0.014003226
sm66,45.4776202,-122.5078686,0.091935931,0.086534139,0.085101035,0.116410062,0.109430929,0.095108016,0.049779925,0.113121255,0.054492848,0.15787798,0.093705969,0.183260856
sm71,47.476667,-116.221667,0.039805243,0.068543761,-0.003312211,-0.01754021,0.012921315,-0.0280306,-0.031454175,-0.064574621,-0.05046468,-0.054540254,-0.019687993,0.053046019
sm73,47.69676817,-121.7873379,0.01397139,-0.045054593,-0.019005133,0.001501098,-0.008058071,-0.053391847,-0.043272717,-0.103045255,0.046069657,0.030283113,0.002006898,-0.012033579
sm79,45.403452,-122.754819,0.166941965,0.124701667,0.203913136,0.149176016,0.141057505,0.096624395,0.080203521,0.107947746,0.103539122,0.089713378,0.124753726,0.158281649
sm81,45.680669,-123.07122,0.064458974,0.080401623,0.07851601,0.034455205,0.003539733,0.028471466,0.053324155,0.076481638,0.114879637,0.123050696,0.078803863,0.10916392
sm91,47.37010733,-121.6251009,-0.017359153,-0.020269542,-0.088764553,-0.076201641,-0.073818864,-0.046138637,-0.135635446,-0.141889782,-0.239216072,-0.081522843,-0.053844065,-0.02131967
sm106,45.4981743,-122.0123049,0.065407884,0.069529046,0.037637796,0.036222019,0.07192843,0.095841254,0.066178433,0.111855675,-0.000322549,0.049999664,0.065811423,0.136139061
sm114,45.452897,-122.64315,0.096679103,0.101102714,0.15286968,0.175758318,0.12602138,0.072038338,-0.024057361,0.039871726,0.000299597,0.032336772,0.050133641,0.077172238
md10,44.910407,-120.440863,-0.045176089,-0.031161473,-0.024468346,0.033416959,-0.024552059,-0.081271929,-0.156901282,-0.126451309,-0.14967114,-0.035117421,-0.062231636,-0.052057326
md15,45.34068289,-119.5158544,0.14893975,0.143146412,0.136483132,0.139786618,0.212267333,0.178696048,0.044461337,0.10297648,0.133367893,0.197981332,0.199707956,0.134079319
md18,43.50076,-110.8716,0.032896969,0.001449953,-0.066690367,-0.109443662,-0.052184157,-0.107979381,-0.091074639,-0.099183039,-0.11195844,-0.043675203,-0.029886599,0.043865554
md27,47.95926837,-121.7973447,0.034338975,0.027454729,0.028691705,-0.000617401,0.043707183,0.055953913,-0.00436181,-0.007181151,-0.116210836,0.033940521,0.063780108,-0.022020237
md38,47.90732356,-121.8153994,-0.10358822,-0.109409581,-0.048121834,-0.017630177,0.000497374,-0.089872374,-0.037939321,-0.084566917,-0.130192198,-0.062776638,-0.130325623,-0.125729801
md41,45.3504062,-119.5500218,-0.068790037,-0.120063636,-0.130448934,-0.179952283,-0.129887325,-0.14750405,-0.065867404,-0.238050984,-0.029836492,-0.080306909,-0.089997961,-0.103122836
md43,44.54012357,-122.4359155,-0.023507165,0.006730105,0.016010269,-0.008799618,0.035465307,0.02159018,0.071852982,0.028719549,0.041936766,-0.067378921,-0.116938156,-0.020573889
md48,48.90595739,-121.8443104,-0.020036109,0.030173684,-0.025172715,-0.032677676,-0.107750609,-0.103393122,-0.080247478,-0.07745077,-0.119103345,-0.070148767,-0.048179372,0.048986641
md49,44.75262179,-122.1289648,0.036179625,0.02230588,-0.049685988,-0.023589998,-0.007449227,-0.022932105,-0.008253285,-0.009472167,-0.06727111,-0.01240825,0.017895993,0.083998765
md50,43.72067785,-123.0497994,-0.037184293,-0.073757866,-0.055819567,-0.18825408,-0.193246524,-0.138920716,-0.083680825,-0.225946858,-0.141651721,-0.032498491,-0.092098661,-0.175417924
md58,43.458333,-110.796111,-0.044567389,-0.05092078,0.051793017,0.05473637,0.105939738,0.083307999,0.074431237,0.198679973,0.145763086,0.07786671,0.066897351,-0.061502492
md61,47.379546,-121.983448,0.020210994,0.004360299,-0.047584537,0.020933056,0.002074926,-0.012042048,-0.051213755,0.051977296,-0.02801841,-0.02962677,-0.005034764,-0.012998501
md69,46.18030056,-112.7859489,-0.018298125,0.008971162,0.026690037,0.060567128,0.018629714,0.062365979,0.091125895,0.070527307,0.100344088,0.051098758,0.068818265,-0.010137441
md70,44.04706704,-122.2178245,0.022953795,-0.00263718,-0.02840261,-0.027507538,0.000822762,-0.042527279,-0.116039185,-0.083450515,-0.126543402,-0.069968633,-0.031680906,0.029448504
md75,47.48259993,-122.2034547,0.011780956,0.012997543,-0.019280568,0.012674685,0.034373464,0.111151517,0.156181818,0.155714645,0.191624079,0.039332351,0.044944912,-0.017701491
md76,44.39179225,-122.4975817,-0.005686375,0.024816884,0.022830366,-0.001450216,0.032217511,0.037597095,0.078727437,0.034823302,0.011507741,-0.05942077,-0.039273748,-0.014511455
md77,43.2526179,-123.0261716,0.023832251,0.058899039,0.038057557,0.099445758,0.138783925,0.13570497,0.207466153,0.141902722,0.087759827,-0.020287937,0.029252204,0.030209633
md83,43.94429299,-122.774794,-0.031236414,-0.052094583,-0.034275711,-0.049178671,-0.158947069,-0.197772186,-0.20398331,-0.073455244,-0.276350248,-0.023348886,0.159812454,-0.03562606
md91,44.13595817,-122.248391,-0.089612048,-0.084534629,-0.041261911,0.008489436,-0.010367461,-0.004980399,-0.014573367,0.025152747,-0.010359978,-0.061622207,-0.113409353,-0.077739423
md92,43.7359565,-122.8734019,0.049187275,0.073397652,0.042559512,0.098083503,0.177099086,0.204345111,0.205056902,0.139243205,0.265073629,0.146999686,0.077994593,0.042810612
md95,42.0637361,-123.1114358,-0.12109899,-0.120218148,-0.085452971,-0.058688162,-0.123636783,-0.136347822,-0.16300641,-0.063182177,-0.158109349,-0.207584063,-0.079330715,-0.099330193
md100,45.61986694,-117.7265892,-0.012927035,-0.030806232,0.107798879,0.020963118,-0.050862238,0.005224999,0.212576159,0.138167323,0.197881047,0.139852727,0.112095852,-0.088909904
md108,44.12345657,-123.2998173,0.074753048,-0.034742573,0.011378937,-0.043786494,-0.144729766,-0.121998524,-0.105854084,-0.047921695,0.137358907,-0.056616508,0.059190567,0.063670816
md110,42.5625,-114.494722,0.157032067,0.093388538,0.052991488,0.061196285,0.102969999,0.005205893,-0.037005025,-0.028764553,-0.050794855,-0.014567414,-0.010725101,0.075368049
md114,43.79290124,-122.9914655,-0.018210424,-0.044561995,-0.029512189,-0.138502424,-0.153430389,-0.086806002,-0.087581412,-0.167499782,-0.145166856,0.061609297,-0.04686309,-0.107948976
md122,44.6262275,-121.4839433,-0.008380741,-0.005466373,-0.051279921,-0.037994337,-0.049618197,-0.06274669,-0.068238743,-0.025465603,-0.107876305,-0.026401543,-0.046812678,0.013471315
md132,43.72206768,-122.438659,-0.091931539,-0.066372859,-0.096516923,-0.116245535,-0.115343447,-0.087507977,-0.05828754,-0.097786378,-0.134814013,-0.089100166,-0.052704961,-0.064470694
md143,44.75262194,-122.298412,-0.102404382,-0.059023096,-0.045922275,-0.048001535,-0.054293084,-0.059261933,-0.058788711,-0.028891837,-0.097045169,-0.067849979,-0.074294479,-0.05444651
md146,43.29595427,-122.5367127,0.060488547,0.02886261,0.008530298,0.009729875,0.048013747,0.045750499,0.006183577,0.025457553,-0.03456326,-0.063719055,-0.021803779,0.02440216
md148,42.2415113,-123.1400485,0.040726454,-0.017225521,0.037433584,0.053644315,-0.029021607,0.009546947,-0.027198234,0.023473609,-0.053387877,-0.04600258,0.01108183,0.019199667
md154,44.41234682,-122.6886956,-0.045537669,-0.016042822,0.04494973,0.033924939,-0.119137334,-0.149652621,-0.15342813,-0.047660815,-0.040291451,-0.097817846,-0.082952841,-0.09590511
lg2,48.841782,-122.294326,0.05272793,0.07710797,0.031331939,-2.37E-05,-0.007721923,0.053995356,0.058471231,0.037991614,0.012645194,0.023517505,0.075089,0.06602378
lg12,45.29984346,-122.3539746,0.013125784,0.006880769,-0.004018817,0.027971062,0.028685399,-0.032077575,0.047849462,-0.005362042,0.066207104,-0.065110239,-0.007323898,-0.042800342
lg13,42.35400581,-123.4067276,0.00140387,-0.022295625,-0.004150731,0.069676812,-7.27E-05,0.064122622,0.040266992,0.041030599,-0.012479781,-0.022450079,-0.005500409,-0.005747247
lg18,48.84483249,-122.5893389,0.031386228,0.102338177,0.034294714,-0.008885793,-0.020465094,0.155385452,0.278005691,0.080115173,0.168635073,0.004934499,0.07750322,0.082550625
lg30,43.80123517,-122.5608879,0.018211039,0.061180465,0.006009531,0.009340963,0.031078781,0.038922393,0.073876984,0.034201515,0.009508202,0.082583793,0.064729026,0.02486306
lg33,42.65540354,-122.7150408,-0.062849433,-0.058111251,-0.016556364,-0.028633432,-0.087017474,-0.101512328,-0.112578671,-0.065274478,0.099643422,-0.093013338,-0.172889503,-0.037332218
lg40,43.9456815,-122.8372967,-0.075882068,-0.052583272,-0.002032792,-0.032597054,-0.056277364,-0.061019065,0.06919671,-0.112978703,-0.039841715,0.040817704,0.026387122,-0.070610305
lg51,44.071237,-122.964527,0.038371759,0.041998295,0.031685248,0.033586347,0.106116967,0.155269914,0.09252262,0.115843449,0.078111411,0.064117992,0.07805782,0.068733057
lg55,42.52484711,-122.8428203,0.030900919,0.016985226,0.034899478,0.025603842,-0.062543648,-0.068634543,-0.070747138,-0.039689465,0.070283587,-0.036021599,-0.076467346,0.036475327
lg57,46.84046563,-115.6207033,0.000249791,0.021704799,0.061084629,0.009249063,0.018771587,0.138279728,0.212287885,0.150581728,0.187536501,0.02139765,0.08929728,-0.014842287
lg63,43.27205997,-123.4122993,0.088191753,0.045251322,0.060789114,0.12327404,0.20080774,0.201607934,0.170128064,0.170066981,0.252747266,0.136708266,0.103680354,0.091646491
lg83,48.3566308,-114.037618,-0.112197289,-0.113197539,-0.132982853,-0.092493433,0.019114597,-0.033587646,0.056877206,-0.010187081,0.035042272,-0.091198994,-0.103548706,-0.082455811
lg96,42.43734597,-122.9872678,-0.001851568,0.017335281,-0.009357,0.001116813,-0.07692194,-0.06402257,-0.027529778,-0.069399374,-0.003315158,-0.031543827,-0.014994859,0.019177684
lg102,46.89965,-113.7564872,-0.089915217,-0.079404615,0.045187447,0.025037291,0.072194769,0.094533048,0.054715863,0.075873286,0.083796872,0.022067422,0.057355736,-0.068388728
lg107,42.43039607,-123.3178365,0.065006489,0.060430003,0.039484416,0.021375276,-0.013545755,-0.021261332,-0.00582116,0.010474332,0.019125477,0.037273988,0.044192029,0.090636912
lg112,44.49872933,-121.3211558,-0.011657547,-0.023921736,0.016219804,0.005249353,-0.006150074,-0.020470665,-0.073051003,-0.021933969,-0.048948238,-0.053991498,0.005850511,0.014272702
lg124,44.27040126,-123.1737036,0.019101169,0.055361048,0.058179827,0.038242682,0.097149755,0.154149082,0.133869728,0.091932034,0.101821705,0.095342879,0.071887312,0.040989781
lg134,44.49234074,-121.298377,-0.109669579,-0.111716204,-0.183478763,-0.122291218,-0.122465036,-0.161235161,-0.143799632,-0.127854666,-0.200708532,-0.153759077,-0.161669419,-0.07552189
lg138,44.63873283,-123.1067616,-0.03365643,-0.000798787,0.024090411,0.00678127,0.075539873,0.154608939,0.129764617,0.08487995,0.047443819,0.010252583,0.019920921,-0.00771196
lg144,46.47833333,-116.2575,0.034214481,0.058043195,0.034167093,-0.000738727,0.033100716,0.141716947,0.256418339,0.119443516,0.220273187,0.100099807,0.050169827,-0.014419524
lg156,46.50027778,-116.3925,0.005150724,-0.027261797,-0.032256025,-0.005957215,0.044661127,0.086201633,-0.229506398,-0.120167261,-0.181308498,0.021847099,0.000489259,-0.065137203
lg157,44.72595225,-121.2469939,-0.119674194,-0.113656609,-0.135369646,-0.154310759,-0.143384782,-0.193838953,-0.158804791,-0.085385065,-0.213933942,-0.140986812,-0.145914858,-0.109538589
lg161,45.62206783,-120.9025647,0.078400515,0.085534719,0.060759761,0.094782053,0.089218974,0.095285546,0.02561102,0.093706485,0.099220861,0.155598881,0.092522366,0.088270652
lg164,45.51845163,-122.6678735,-0.120715194,-0.094235519,-0.081632602,-0.035570249,-0.090045889,-0.130283946,-0.024208246,-0.037653062,0.054357077,-0.115348429,-0.107852984,-0.1907636
